"UF";"Estado";"Indicador";"Ano";"Quadrimestre";"Equipe";"Numerador";"Denominador_Informado";"Denominador_Estimado";"Indicador_calculado";"Tempo";"REGIAO"
"PE";"PERNAMBUCO";7;2020;"Q2";"todas";"26104";"182910";"483008";"0.05";"2020Q2";"Nordeste"
"PI";"PIAUÍ";7;2020;"Q2";"todas";"17936";"83733";"162469";"0.11";"2020Q2";"Nordeste"
"PR";"PARANÁ";7;2020;"Q2";"todas";"69859";"164953";"492504";"0.14";"2020Q2";"Sul"
"RJ";"RIO DE JANEIRO";7;2020;"Q2";"todas";"88163";"252125";"760941";"0.12";"2020Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2020;"Q2";"todas";"10760";"71514";"173007";"0.06";"2020Q2";"Nordeste"
"RO";"RONDÔNIA";7;2020;"Q2";"todas";"3910";"23049";"64824";"0.06";"2020Q2";"Norte"
"RR";"RORAIMA";7;2020;"Q2";"todas";"843";"6929";"17137";"0.05";"2020Q2";"Norte"
"RS";"RIO GRANDE DO SUL";7;2020;"Q2";"todas";"39562";"150064";"580083";"0.07";"2020Q2";"Sul"
"SC";"SANTA CATARINA";7;2020;"Q2";"todas";"51842";"138204";"357867";"0.14";"2020Q2";"Sul"
"SE";"SERGIPE";7;2020;"Q2";"todas";"9496";"47686";"125229";"0.08";"2020Q2";"Nordeste"
"SP";"SÃO PAULO";7;2020;"Q2";"todas";"129293";"723174";"1862243";"0.07";"2020Q2";"Sudeste"
"TO";"TOCANTINS";7;2020;"Q2";"todas";"6041";"27051";"81044";"0.07";"2020Q2";"Norte"
"AC";"ACRE";7;2020;"Q3";"todas";"948";"8380";"23448";"0.04";"2020Q3";"Norte"
"AL";"ALAGOAS";7;2020;"Q3";"todas";"25487";"95200";"177808";"0.14";"2020Q3";"Nordeste"
"AM";"AMAZONAS";7;2020;"Q3";"todas";"16156";"63294";"118781";"0.14";"2020Q3";"Norte"
"AP";"AMAPÁ";7;2020;"Q3";"todas";"1438";"6029";"26820";"0.05";"2020Q3";"Norte"
"BA";"BAHIA";7;2020;"Q3";"todas";"50972";"230999";"601943";"0.08";"2020Q3";"Nordeste"
"CE";"CEARÁ";7;2020;"Q3";"todas";"92091";"287918";"396473";"0.23";"2020Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";7;2020;"Q3";"todas";"7363";"45476";"112288";"0.07";"2020Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";7;2020;"Q3";"todas";"21153";"72936";"201003";"0.11";"2020Q3";"Sudeste"
"GO";"GOIÁS";7;2020;"Q3";"todas";"17603";"85554";"334323";"0.05";"2020Q3";"Centro-Oeste"
"MA";"MARANHÃO";7;2020;"Q3";"todas";"16162";"106555";"334084";"0.05";"2020Q3";"Nordeste"
"MG";"MINAS GERAIS";7;2020;"Q3";"todas";"125603";"459048";"1193624";"0.11";"2020Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";7;2020;"Q3";"todas";"7898";"49936";"181127";"0.04";"2020Q3";"Centro-Oeste"
"MT";"MATO GROSSO";7;2020;"Q3";"todas";"10104";"46168";"152843";"0.07";"2020Q3";"Centro-Oeste"
"PA";"PARÁ";7;2020;"Q3";"todas";"16890";"87829";"194512";"0.09";"2020Q3";"Norte"
"PB";"PARAÍBA";7;2020;"Q3";"todas";"22863";"102982";"180090";"0.13";"2020Q3";"Nordeste"
"PE";"PERNAMBUCO";7;2020;"Q3";"todas";"39299";"186667";"484633";"0.08";"2020Q3";"Nordeste"
"PI";"PIAUÍ";7;2020;"Q3";"todas";"24771";"82527";"162468";"0.15";"2020Q3";"Nordeste"
"PR";"PARANÁ";7;2020;"Q3";"todas";"83407";"193002";"496938";"0.17";"2020Q3";"Sul"
"RJ";"RIO DE JANEIRO";7;2020;"Q3";"todas";"96577";"252022";"763947";"0.13";"2020Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";7;2020;"Q3";"todas";"15131";"74406";"173455";"0.09";"2020Q3";"Nordeste"
"RO";"RONDÔNIA";7;2020;"Q3";"todas";"4598";"22916";"64824";"0.07";"2020Q3";"Norte"
"RR";"RORAIMA";7;2020;"Q3";"todas";"1069";"6944";"17137";"0.06";"2020Q3";"Norte"
"RS";"RIO GRANDE DO SUL";7;2020;"Q3";"todas";"55283";"176264";"591045";"0.09";"2020Q3";"Sul"
"SC";"SANTA CATARINA";7;2020;"Q3";"todas";"57815";"139874";"359549";"0.16";"2020Q3";"Sul"
"SE";"SERGIPE";7;2020;"Q3";"todas";"13877";"51713";"126394";"0.11";"2020Q3";"Nordeste"
"SP";"SÃO PAULO";7;2020;"Q3";"todas";"185236";"793279";"1903988";"0.1";"2020Q3";"Sudeste"
"TO";"TOCANTINS";7;2020;"Q3";"todas";"8220";"27217";"81262";"0.1";"2020Q3";"Norte"
